id animal X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12
63 mauritiana 11.0772118945995 9.84751754217192 6.84510930164882 7.77351078247014 3.04931679023483 4.20943513845023 8.19582976856438 10.5975307263347 -13.8155105579643 11.245426065572 11.9530712590714 5.91499978664931
64 mauritiana 6.41107467622227 7.51921228243885 8.05543514630031 4.02780055212313 3.96219107692201 5.28282454454092 8.03862621579833 10.7940221475952 3.3872390784621 11.5717463612481 12.1677373557117 -13.8155105579643
65 mauritiana 7.7748559781238 7.29900133423267 10.6300953319729 6.54955688751603 5.51162511224644 6.51072277490628 9.6459317369225 10.6222823123491 -13.8155105579643 11.0871886008572 12.1138511434185 9.17137362422453
66 mauritiana 6.08607456267517 10.268732676476 7.91854830218435 4.26982658282937 3.37085827312837 4.2678554277052 8.03250170050704 10.9176344565304 2.62890392911516 11.2848814266894 12.1447954285637 6.32763268039692
67 mauritiana 6.77578313116803 4.71518628167706 7.3623617296887 3.90362629287991 3.30630089607418 6.10959586413927 5.18316614157717 10.6972205561599 1.60848469747458 11.7887852173398 12.1431641929623 2.65375551419404
68 mauritiana 7.81822705023944 7.4366398941103 8.05548653723218 6.07286735227461 4.09685425582767 5.97565163481686 6.92732957352396 11.5784695755654 1.62413660110132 11.0698618210548 12.1428401665614 3.98710312315643
69 mauritiana 8.23686551604677 5.14720985515261 9.39864187154702 6.08245695854995 3.23942921640015 6.91222746832815 7.46889462324203 11.1559015091736 4.99090854304478 11.2956242765417 12.202575000228 4.84839491049413
70 mauritiana 6.02662692100167 5.11170844121606 9.23224046842822 5.04686310688123 3.23328385819686 5.645458393009 6.84639373834978 10.3513628772106 2.31505719255521 11.7433499260688 12.1879115788853 -13.8155105579643
71 mauritiana 6.36550150275565 9.47299846447224 7.49918728079051 6.07067268287511 3.00724670041328 4.68822332823486 8.68874425174221 10.92243296864 3.22985917174423 11.5170795384633 12.1479369161215 4.54902171815179
72 mauritiana 6.06103740067987 10.0716241161937 6.9070478977517 4.83060440226218 4.04147771655208 5.39970059581998 7.99914102759232 10.9138103318086 4.66542446475744 11.2350003109276 12.2266570496353 5.18759138644714
73 mauritiana 7.46631396423807 7.46491064289017 9.47843126307117 6.21040370287556 3.38320560900849 5.35304582667414 7.98035104338962 11.0367141359722 2.86768385768473 11.2295916124118 12.1924083373 1.5904466095033
74 mauritiana 8.00418114525315 8.417833407544 9.15169262933507 6.4506632397147 3.24687221407321 5.86204052700448 8.4418618386906 11.1573892070695 1.80940891727 11.0873263261348 12.2146570083487 4.69386173206813
75 mauritiana 6.8804308619905 9.49965553742268 8.44457701432574 5.67012639726281 3.5803641305171 5.36576516156483 8.55258120949509 11.1164980145244 1.95298599559386 11.0538770969901 12.2294411804049 4.99391799291898
76 mauritiana 5.72947088284144 4.97604205645544 8.86715693392093 4.81937509930308 5.50260808267882 5.76248771464266 6.7107642668798 10.3820973289142 -13.8155105579643 11.7622066850927 12.1180908517701 2.27437325989409
77 mauritiana 5.41195594966231 8.23756536562056 8.35386797606408 4.57007537406044 5.1931177048735 5.9106319897895 8.16632447725373 11.0056536525724 3.78281253151535 11.4039289336886 12.1492837430063 3.82700858509248
78 mauritiana 8.89339161783192 7.43004091994893 9.92049955806594 7.55342268090321 3.68801041356646 5.20571958375853 7.43398728098038 10.9829665389581 3.46177016163916 11.2968596392012 12.154639510056 4.18446910424106
79 mauritiana 6.29897936487956 10.9532359290804 9.0801466387078 4.53621014269557 2.92036155212366 6.04104201496638 8.95460465696597 10.831309220648 1.7823195984141 10.7848594761106 12.123062144124 4.48917072138408
80 mauritiana 6.85352263411404 5.64182966014354 8.31502026402649 4.71592329562461 4.01996084463433 7.19719091975102 6.43712011636848 11.0724015688725 -13.8155105579643 11.3569205695996 12.2221090763855 3.40265899620996
81 mauritiana 9.92153681793498 6.77644802658948 7.10927840631772 5.91078705809456 7.161749938438 7.3990247282948 9.02167972162489 11.2886442502003 1.60251875463849 11.0322378388152 12.1627965622098 5.56778935167265
82 mauritiana 6.99901480274038 8.82372701161671 8.35043801486695 5.36661900796974 6.12593030898368 7.88377595975494 9.33030752633939 11.3576316385184 -13.8155105579643 10.8942527925066 12.2138139696913 4.99428919966748
83 mauritiana 9.26813979673621 6.21912705947012 8.03479470893117 6.92108533678731 2.4170648501552 4.93357256053606 7.39413362905238 11.3206848456491 3.39000625724898 11.1835231369179 12.1417526301435 3.97956103086056
84 mauritiana 6.8022956184144 7.12209716954573 9.80988022947929 4.86419553802174 4.3682410637667 5.84653146657799 8.24492914009093 10.8236178316106 2.49400666400478 11.3899016330646 12.223348275937 2.50797894605402
85 mauritiana 7.13204758866162 8.01438827594335 9.70415605448975 6.17652261051995 2.52618732447761 4.57078777573807 7.7812736216422 11.1119225195764 3.4307988741108 11.3728098917705 12.1855085007978 3.97014343975504
86 mauritiana 7.97593743116107 6.80110337921733 9.69286617055773 6.49741340090107 4.46476440072893 6.88277949238355 9.18955158370426 10.9120068131449 3.66183767636315 11.3009583443069 12.1734314061163 6.15686051690049
87 mauritiana 7.43229649528245 9.19838802186018 9.81727184333106 5.57319525842412 4.7893759704005 6.75285853573973 8.69905453909156 11.3387029127059 -13.8155105579643 10.6721556919555 12.2233419108209 6.71640649914044
88 mauritiana 10.0419093353582 9.90028202734846 7.95522717733131 6.42180135870073 4.27209682033576 5.86448768765153 9.05396431959051 11.2577111781153 1.79541253526475 11.1479879362072 11.9907535826508 6.19721214237033
89 mauritiana 8.12110147316607 1.60583070875629 9.0734277711534 5.47093219673042 5.27750987664254 4.98448173899548 2.64428007571945 10.348822734173 4.95076785442923 11.7056204780059 12.1956887850595 -13.8155105579643
90 mauritiana 7.21377462031357 2.70303655641156 9.08721789804462 5.68852015415416 4.04833212796875 6.28378490653018 6.43590577105797 10.7908095902277 -13.8155105579643 11.6347556246243 12.1330676991305 -13.8155105579643
91 mauritiana 5.5260429100869 7.00183212598614 9.11735359464954 5.22062417568018 6.00245806187636 7.29037224646487 7.91353763622109 10.74540228364 -13.8155105579643 11.4955045164145 12.2340700564454 1.6483977984703
92 mauritiana 6.53959691993876 8.22540168133274 9.54685555244458 6.14459954497288 4.03000908956388 6.21035312587057 8.73693949983751 11.4192908684591 2.8317725870761 10.8917734527251 12.1609218623946 3.82410320914535
93 mauritiana 6.93240003256336 9.81440760740765 9.3610471562374 5.47263218727206 3.31224948925827 5.91194244978838 8.30321825677454 10.9579712488197 2.71974820579436 11.0330762958907 12.2514299089129 2.40768535347614
94 mauritiana 5.59263503905649 10.0750945042858 7.45782126734612 3.91417630789404 5.54152216691236 6.96876395571954 9.2917404538241 11.1210712121524 -13.8155105579643 10.9967629477831 12.22432871961 4.81399772431115
95 mauritiana 7.44232880625779 6.56295155317251 7.010980861403 5.06626097150816 3.16810672657442 4.53003414163914 5.26978876074488 11.1544724269965 2.4862534705301 11.3827472010192 12.2054317289199 2.30378218122492
96 mauritiana 7.74834527607885 11.3106067602199 9.0701068127188 5.96326969560266 -13.8155105579643 3.68032052867541 8.99100629286307 10.9319101339464 7.59260296828951 10.5493739539203 12.0001092315689 -13.8155105579643
97 mauritiana 6.67608724348782 11.4558378259355 8.93051268159768 5.27921159579135 -13.8155105579643 3.14803694194189 6.80858691485585 10.9515034107662 2.90932674375667 10.5645275911954 12.0338405039834 2.72642808699287
98 mauritiana 6.33748207193747 11.851242832385 7.5214823075092 5.07888422884298 -13.8155105579643 2.60548021163943 6.26644363473785 10.8051151525353 3.02499433060623 10.6901664794493 11.8243873442558 1.99500424639044
99 mauritiana 9.7194038898625 7.69083548611806 8.01863401036746 6.65302071544234 1.58884104140643 4.03321621765671 9.40744938663226 11.5736912309062 4.6954167641372 10.7604586891999 12.0321813087795 5.05880741812707
100 mauritiana 7.72510451196212 9.47990049443088 8.89452865112023 5.43765804240852 3.30421680554588 4.16749121770404 6.44479667607419 11.2237485448652 4.97823502374501 11.2352870399032 12.1634120818738 2.3292185334888
101 mauritiana 8.41198796888026 10.4435671115474 8.27461794843423 6.24606083403967 3.13402609259352 5.75842941757663 7.59715532158959 11.5554647486314 2.47150771823416 10.7443135604918 12.0014282284196 3.73485853953453
102 mauritiana 4.95686784134 10.9466482662449 8.11234216294341 4.11802524153041 2.43249353961788 3.36247787107259 9.29429704268533 10.8834147820701 -13.8155105579643 11.1123893767469 11.968058680281 4.75288731808922
103 mauritiana 6.1469971651833 8.42975203584858 9.18390223536279 5.2295628319789 -13.8155105579643 4.40017572629071 7.45813682266065 11.5418427404783 3.17009174302636 10.7068381720655 12.1839052505167 4.25894195318463
104 mauritiana 6.93531477591917 11.121308322691 9.81981681823659 6.31484514610163 1.80125822718694 2.70717501226326 6.9045946897102 10.9920173103824 -13.8155105579643 10.7518537618775 12.0365827271092 1.61784103142353
105 mauritiana 10.7788754170727 7.48753962092765 9.37624704850345 7.22394645387212 1.81399052100039 4.17753527540453 7.3349992194131 11.0224170378889 5.41146147460058 11.0888903275699 12.0791311726797 3.05091334796387
106 mauritiana 6.953375234714 10.7646565057121 9.05599046875153 5.42226114141415 3.48540393975463 6.19936026099966 7.73112685413245 11.0891146609029 1.94711939751751 10.7617701555728 12.1385273248003 2.69558713764311
107 mauritiana 5.99183736022512 9.01323343558729 8.64605658626378 6.03580994620927 1.82348671978934 4.05649080813877 7.04119143816075 11.2507361592215 2.72439784975777 11.3641003955671 12.1723705785957 2.73481076100846
108 mauritiana 6.4106015870301 11.3726910300902 7.91690314508215 4.43050019906626 -13.8155105579643 -13.8155105579643 4.89224438242194 10.8011417041958 -13.8155105579643 11.1270394065447 11.9701882821836 -13.8155105579643
109 mauritiana 5.88211760573579 9.74968028931124 9.20300113353252 5.20312921912298 -13.8155105579643 4.02426324476477 6.75996405858769 10.5839427889842 -13.8155105579643 11.5446664297707 12.1627213835353 1.60353665152024
110 mauritiana 10.695778840809 10.8081882562217 9.23156660686552 6.44678616409838 1.62845663872917 2.38988864939652 6.1051809946801 10.8502482359903 2.9908786241447 10.8771173933208 11.9377047936515 1.9468209580246
111 mauritiana 6.71762887680246 6.15715438938416 9.90157711368755 6.23625534663291 3.50532888261727 5.16749247233157 7.49250933861714 11.0499157749741 -13.8155105579643 11.1501592667513 12.2531254455631 1.59185870878721
112 mauritiana 6.82264052560412 6.62620667754003 7.75825376571309 4.25568772023904 4.13703434308598 6.26329638873772 8.41053974186283 11.7193418434049 1.59524601043217 10.6419635507341 12.1062464096958 3.12299726131388
113 mauritiana 9.70936770554799 6.78528100390218 8.62796470016175 6.95585715176418 5.59153457101773 6.36017135706095 8.29892607017805 11.3659949287984 2.40532166202163 11.1537717660801 12.1063999500418 1.64611283334503
114 mauritiana 9.60510026937458 8.82785943467423 8.36802013602287 6.94743580678795 1.60160171788844 3.66913401104527 6.59922239359678 11.2829884598669 3.70093933637533 11.2000823667768 12.0815136050127 3.50239563307092
115 mauritiana 6.45429984878644 8.28124184314303 9.35403899615823 6.65890000972921 2.39684426889303 3.84350739505655 6.5095161409011 11.216776879699 -13.8155105579643 11.2419460503871 12.1639029664217 2.5447643864565
116 mauritiana 5.34059474176195 11.8956357684101 8.99712740204609 4.53595006305236 1.65140344998309 4.52944393044306 8.21289949825222 11.0082036405442 1.79926503823684 9.55462184996176 11.8092348669417 4.43183612216775
117 mauritiana 10.0617528688971 9.16233280875831 9.12273353249064 6.0437769099706 2.69567009033956 4.19856059652961 7.19528099672333 11.2168304478082 5.73436132053043 11.1468955432171 12.0406505941996 3.79051669054445
118 mauritiana 6.30589563746529 10.1118489564924 9.168252696435 5.25064580703947 1.62986784751071 5.0707851284388 8.92602812432681 11.5226223176808 2.32819628832857 10.2547337758728 12.1893562090703 4.21404238438843
119 mauritiana 6.60693195066904 9.81717863363423 9.57509618276791 5.78893161162712 4.2776464233334 4.49830873130302 6.91301102683357 11.3028211563408 -13.8155105579643 10.9685565610894 12.1681977511836 2.84875641268541
120 mauritiana 5.46920956808527 9.59627823759024 9.54675915949759 5.86697371530848 1.79058892849928 3.58262650792551 6.87910405653209 10.6259456073675 3.37401079611344 11.5031629322693 12.160890289123 5.44201652069643
121 mauritiana 7.06040770322558 9.88894314973708 9.34315145933799 5.98505312824653 5.48283327104782 6.30161803870544 8.57964977227136 11.164778163493 2.29336248012953 11.0049595324234 12.1463468925689 4.5556478503973
122 mauritiana 5.64212680254962 9.42886838379948 10.2054484451411 6.52662811723555 1.79131557376828 4.99091636056116 7.2961778423836 11.0635395562085 -13.8155105579643 10.863787639051 12.2155872570192 3.68870928379525
123 mauritiana 6.50717552887225 11.6323165074399 8.80035705197452 6.096063506748 2.56808969259713 3.72198882491713 8.74998620044126 11.0074935234364 3.7212378104248 10.1099071250426 11.9209963613394 3.60426330643015
124 mauritiana 7.32309808764715 6.98800546007202 10.3031386544269 6.71317485946519 2.80801630541517 3.38586812104071 5.39149706152238 10.7797163510759 4.8939919031629 11.4063923914278 12.1254270449446 3.57067488969387
125 mauritiana 6.97795476367234 9.0707076007023 10.2554101913859 6.41593881857389 -13.8155105579643 1.62652604059009 9.04994861184366 11.0170931326208 5.2679213769234 11.0592455811382 12.1885474825297 3.3599242881389
126 mauritiana 9.42971588363577 10.9729320029305 9.31612424420045 6.92936151477486 -13.8155105579643 2.80995284617821 6.61719062439007 10.6320242266382 2.82246523922915 11.1192241523985 12.019306766389 2.81673253275678
127 mauritiana 5.74647686857127 8.92102751815891 9.23133862251504 4.80331192037719 4.97542594774401 6.31117950118104 7.52285231511617 11.2771286886814 -13.8155105579643 11.251937733019 12.1443820941027 -13.8155105579643
128 mauritiana 7.20440051594597 8.21228781535895 10.1124240971432 6.26306928273942 4.44656063556863 4.61442537417336 8.28270859555263 10.9288542780866 3.91503196426703 11.2547224315388 12.1564937191741 5.49246648801155
129 melanogaster 6.31585958951457 7.36275551065065 9.0759397016449 4.92911596821693 3.51837541337449 4.99376908892169 6.62536652017233 11.4911029468358 2.95650666610062 10.8690189501708 12.2066583215508 -13.8155105579643
130 melanogaster 6.94176261653676 7.23454255614585 9.34691814069994 6.26660084557753 2.88778750984308 1.60609382898516 5.1153988109593 11.319549656511 1.58617447522667 11.2771499781755 12.1374500376122 -13.8155105579643
131 melanogaster 10.840104079064 -13.8155105579643 8.13507485625387 7.08036774749564 4.65183792645145 4.07245370640362 -13.8155105579643 9.82534647574876 3.92087403907968 11.7861098636323 11.9360852571513 -13.8155105579643
132 melanogaster 10.1529189522994 5.18034468649752 10.7175795719735 7.09807889437828 3.66922603156229 4.01507417095786 6.5584418374692 10.4886595823959 4.70106636441894 11.275165759702 12.0877226668816 2.8482150585277
133 melanogaster 10.1407353584329 6.42342885636819 8.74396906308075 7.58426209609496 4.82184991739913 3.45351715493888 5.33410115710861 10.4437753538055 4.881882705928 11.7066370525552 12.0293413321027 1.93354836051864
